config,shorthand,family,role,featurizer,classifier,description,repeat_seed,fold,acc,classwise,precision_macro,recall_macro,f1_macro,best_substrate,worst_substrate,wall_sec
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,2,0.7766990291262136,,0.7818144899285251,0.7172473250433776,0.738406310465134,alginate=1.00,fructan=0.36,10.782761335372925
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,3,0.7864077669902912,,0.8146990740740742,0.749332264957265,0.7653280970426336,alginate=1.00,galactan=0.53,11.056828260421753
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,4,0.7912621359223301,,0.7934086315903365,0.7248870573870575,0.7434451312418929,alginate=1.00,fructan=0.50,11.396668910980225
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,0,0.8106796116504854,,0.8312479812848202,0.794588996529786,0.8024462587204731,alpha-mannan=1.00,beta-mannan=0.62,12.993545055389404
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,1,0.7961165048543689,,0.8078714666197134,0.7437894013880856,0.7576664605642821,alginate=1.00,galactan=0.22,10.736613750457764
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,2,0.7718446601941747,,0.7976398158745073,0.7668646375554271,0.7617045715365157,alpha-mannan=1.00,galactan=0.57,9.244330883026123
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,3,0.8106796116504854,,0.7878190428876524,0.7828640109890109,0.7838263735147216,alpha-mannan=1.00,fructan=0.43,10.03798508644104
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,4,0.8155339805825242,,0.8364411753121432,0.8053464590964592,0.8138794908083652,alpha-mannan=1.00,beta-mannan=0.52,10.519055128097534
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,0,0.7766990291262136,,0.8255260942760944,0.698819283786389,0.7359055958974873,alginate=0.95,fructan=0.50,8.787729024887085
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,1,0.8058252427184466,,0.7976343101343102,0.7855768427478953,0.7786240008373427,alginate=1.00,beta-mannan=0.43,12.125420093536377
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,2,0.7718446601941747,,0.7402505706853533,0.7327282950967161,0.7282504930673178,alpha-mannan=1.00,arabinogalactan=0.31,9.408395051956177
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,3,0.8203883495145631,,0.8150928578191735,0.8106532356532358,0.805782720693491,alginate=0.95,fructan=0.67,11.954684019088745
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,4,0.7912621359223301,,0.7952933345702954,0.8156219474969476,0.7919153778713182,arabinogalactan=1.00,galactan=0.48,10.506443977355957
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,42,0,0.7427184466019418,,0.7340654877935578,0.6966906448814344,0.7019062089096216,alginate=0.95,fructan=0.46,14.103901863098145
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,42,1,0.7718446601941747,,0.7488511090280059,0.7763343454790824,0.7569901168566461,chitin=0.96,beta-mannan=0.50,21.68564796447754
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,42,2,0.7475728155339806,,0.7580590250672219,0.7086038814986183,0.7164801530592166,alginate=1.00,galactan=0.53,15.863758087158203
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,42,3,0.8106796116504854,,0.8127281616688395,0.7898199023199023,0.7897538209454099,alginate=1.00,galactan=0.50,15.996861934661865
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,42,4,0.7669902912621359,,0.7464606635913441,0.7435302197802197,0.7388578601840795,alginate=1.00,fructan=0.55,17.848062992095947
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,43,0,0.8349514563106796,,0.8250577773196821,0.8139149556583766,0.8113503413302414,alpha-mannan=1.00,arabinogalactan=0.40,19.484549045562744
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,43,1,0.6893203883495146,,0.6630658244558517,0.626877128719234,0.628864613660606,alginate=1.00,fructan=0.22,17.752230882644653
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,43,2,0.8009708737864077,,0.8018976328918784,0.7939819099029627,0.7886930661079269,alginate=0.95,beta-mannan=0.62,22.05380606651306
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,43,3,0.7961165048543689,,0.7859859745729311,0.7922161172161172,0.7782101172785344,alginate=0.95,beta-mannan=0.59,22.137582778930664
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,43,4,0.7864077669902912,,0.7442943630443631,0.7815132783882786,0.7587546908041904,alginate=1.00,arabinogalactan=0.43,21.71903705596924
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,44,0,0.7378640776699029,,0.7198647119403363,0.7041977941648994,0.6973635920802743,alginate=1.00,arabinogalactan=0.40,19.726115226745605
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,44,1,0.7718446601941747,,0.7726259489302967,0.7715286613970824,0.7631004474806996,alginate=1.00,arabinogalactan=0.47,24.166351079940796
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,44,2,0.7669902912621359,,0.7028957397095557,0.7003628863826231,0.6962182877354688,alginate=1.00,arabinogalactan=0.00,24.896029949188232
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,44,3,0.7961165048543689,,0.7693927183339831,0.7501068376068377,0.747639075356303,alginate=1.00,arabinogalactan=0.36,27.91849970817566
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,44,4,0.7233009708737864,,0.7475744766505636,0.6847359584859586,0.6969138181470118,alginate=0.95,fructan=0.43,28.994981050491333
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,45,0,0.8300970873786407,,0.8154617281695287,0.7892868790566158,0.7891292380262285,alginate=1.00,arabinogalactan=0.50,31.74202013015747
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,45,1,0.7669902912621359,,0.7654136473429952,0.6837952252425937,0.7089414999216676,alginate=1.00,arabinogalactan=0.20,28.79096007347107
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,45,2,0.7912621359223301,,0.7986739567621921,0.8010506635177689,0.7865180341960528,alpha-mannan=1.00,beta-mannan=0.62,16.06668710708618
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,45,3,0.8203883495145631,,0.7834641553151783,0.8342528998778999,0.7996169611428239,chitin=0.96,arabinogalactan=0.38,16.126253128051758
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,45,4,0.7864077669902912,,0.7807950356316828,0.7534516178266178,0.7561354611049879,chitin=1.00,arabinogalactan=0.40,19.930322885513306
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,46,0,0.7961165048543689,,0.8023112053003357,0.740974350941456,0.7634870650443127,alginate=1.00,arabinogalactan=0.43,17.65468692779541
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,46,1,0.7572815533980582,,0.7471888920258486,0.7468163598097809,0.7418661784253181,alginate=0.95,arabinogalactan=0.50,18.207595109939575
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,46,2,0.7378640776699029,,0.7730671229884966,0.6882744119915173,0.6936548671987892,alginate=1.00,arabinogalactan=0.25,18.059149742126465
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,46,3,0.7669902912621359,,0.7567310451764234,0.7560566748066747,0.7468499088430892,alginate=0.89,galactan=0.43,19.70188617706299
paper_transformer_fasttext_cbow,ftCbow__Trans,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,46,4,0.7766990291262136,,0.752184669335832,0.7700267094017094,0.7570231164434063,alpha-mannan=1.00,arabinogalactan=0.43,23.34728503227234
paper_fasttext_sg_BRF,ftSg__BRF100,paper_shallow,shallow,fasttext_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_sg + BRF (gensim native API; n-gram OOV for FT).,42,0,0.7864077669902912,,0.7333896704634127,0.7884486858171068,0.7511408299958059,chitin=0.96,alpha-mannan=0.55,1.7703971862792969
paper_fasttext_sg_BRF,ftSg__BRF100,paper_shallow,shallow,fasttext_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_sg + BRF (gensim native API; n-gram OOV for FT).,42,1,0.8398058252427184,,0.814331915647705,0.839293265214318,0.8211410237617224,alpha-mannan=1.00,beta-mannan=0.64,1.640251874923706
paper_fasttext_sg_BRF,ftSg__BRF100,paper_shallow,shallow,fasttext_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_sg + BRF (gensim native API; n-gram OOV for FT).,42,2,0.8058252427184466,,0.7779030910609857,0.8263643885354414,0.7897549380444117,alginate=1.00,fructan=0.50,1.6874499320983887
paper_fasttext_sg_BRF,ftSg__BRF100,paper_shallow,shallow,fasttext_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_sg + BRF (gensim native API; n-gram OOV for FT).,42,3,0.8252427184466019,,0.7952460452780147,0.813846916971917,0.7980178118212636,alginate=0.95,fructan=0.59,1.6804349422454834
paper_fasttext_sg_BRF,ftSg__BRF100,paper_shallow,shallow,fasttext_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_sg + BRF (gensim native API; n-gram OOV for FT).,42,4,0.8446601941747572,,0.8082373649963525,0.8295131257631256,0.8129762537657275,alpha-glucan=0.91,alpha-mannan=0.67,1.6627368927001953
paper_fasttext_sg_BRF,ftSg__BRF100,paper_shallow,shallow,fasttext_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_sg + BRF (gensim native API; n-gram OOV for FT).,43,0,0.8592233009708737,,0.8077442009612552,0.8506691809652335,0.8198488992432823,pectin=0.95,alpha-mannan=0.67,1.6652369499206543
paper_fasttext_sg_BRF,ftSg__BRF100,paper_shallow,shallow,fasttext_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_sg + BRF (gensim native API; n-gram OOV for FT).,43,1,0.7718446601941747,,0.7444507252430593,0.7526199312383524,0.7365441641869754,alpha-mannan=0.91,fructan=0.46,1.6793041229248047
paper_fasttext_sg_BRF,ftSg__BRF100,paper_shallow,shallow,fasttext_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_sg + BRF (gensim native API; n-gram OOV for FT).,43,2,0.8543689320388349,,0.8335472519683046,0.8648663726624252,0.8411581258211852,alginate=0.95,arabinogalactan=0.67,1.7392210960388184
paper_fasttext_sg_BRF,ftSg__BRF100,paper_shallow,shallow,fasttext_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_sg + BRF (gensim native API; n-gram OOV for FT).,43,3,0.8349514563106796,,0.8053425536881419,0.854429945054945,0.8128646811635676,alginate=1.00,galactan=0.62,1.7524511814117432
paper_fasttext_sg_BRF,ftSg__BRF100,paper_shallow,shallow,fasttext_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_sg + BRF (gensim native API; n-gram OOV for FT).,43,4,0.8155339805825242,,0.7846720369470622,0.784581043956044,0.7794430891916612,alginate=1.00,arabinogalactan=0.38,1.6997051239013672
paper_fasttext_sg_BRF,ftSg__BRF100,paper_shallow,shallow,fasttext_sg mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_sg + BRF (gensim native API; n-gram OOV for FT).,44,0,0.7961165048543689,,0.7787181367344411,0.806445962663068,0.7742529299987743,alginate=1.00,fructan=0.50,1.7031500339508057
